Country Name,Country Code,Series,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
India,IND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
India,IND,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,114.01876,114.78057,123.55514,121.12737,..,97.81434,..,..,..,..
India,IND,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.11393,1.11618,1.16104,1.14725,..,1.01958,..,..,..,..
India,IND,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.28801,3.5836,..,..,..,..,..,..,..,..
Indonesia,IDN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.71402,104.40838,103.90809,104.17947,104.58971,..,..,..,..,..
Indonesia,IDN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9754,0.97193,0.96915,0.96869,0.96723,..,..,..,..,..
Indonesia,IDN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1919777,..,1778716,1402639,1555014,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.80135,2.79739,3.36576,3.7904,3.95536,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,110.25691,112.2737,115.06075,113.88066,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.05038,1.06232,1.06938,1.05748,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,25748,16263,15497,16911,..,..,..,..,..,..
Iraq,IRQ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.88139,3.75829,3.71973,3.50686,..,..,..,..,..,..
Ireland,IRL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.32018,100.97736,101.04296,100.69429,100.77047,..,..,..,..,..
Ireland,IRL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99573,0.996,0.99426,0.99693,0.99493,..,..,..,..,..
Ireland,IRL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,197,263,64,159,10,..,..,..,..,..
Isle of Man,IMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Israel,ISR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.79265,5.8673,5.85713,6.09262,..,..,..,..,..,..
Israel,ISR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,105.38904,105.98401,105.23885,105.38438,105.15828,..,..,..,..,..
Israel,ISR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00386,1.00666,1.00916,1.00901,1.00878,..,..,..,..,..
Israel,ISR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,798,828,2754,2210,2791,..,..,..,..,..
Italy,ITA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.06128,4.07363,3.81579,4.04494,..,..,..,..,..,..
Italy,ITA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.89376,100.16474,99.42758,100.28256,99.52189,..,..,..,..,..
Italy,ITA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99506,0.99571,1.00004,0.96999,0.96739,..,..,..,..,..
Italy,ITA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,23760,42103,58288,71841,89218,..,..,..,..,..
Jamaica,JAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.01654,5.45577,5.31508,5.26062,5.41478,5.16919,..,..,..,..
Jamaica,JAM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,94.52316,90.19674,89.03344,88.88196,84.12385,..,..,..,..
Jamaica,JAM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,1.05793,0.9853,0.98402,0.95526,0.97849,..,..,..,..
Jamaica,JAM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,33441,37054,38036,42794,46930,..,..,..,..
Japan,JPN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.59059,..,3.18618,3.18218,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,3.51412,3.28405,3.03435,3.07253,..,..,..,..
Jordan,JOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,79.06508,..,77.92795,80.01557,80.70693,81.10333,..,..,..,..
Jordan,JOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98928,..,0.98421,0.98168,0.98193,0.98335,..,..,..,..
Jordan,JOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,309021,271105,264821,261790,..,..,..,..
Kazakhstan,KAZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,2.78858,2.9781,2.75082,2.61595,..,..,..,..,..
Kazakhstan,KAZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,112.57945,111.74184,110.0342,109.66912,106.76576,105.33019,..,..,..,..
Kazakhstan,KAZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00078,1.00178,1.00264,1.0166,1.0172,1.01801,..,..,..,..
Kazakhstan,KAZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1070,298,2263,10277,13169,12924,..,..,..,..
Kenya,KEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.28021,5.27134,5.36267,5.36668,5.30625,..,..,..,..,..
Kenya,KEN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.14536,103.63396,103.39774,..,..,..,..,..,..,..
Kenya,KEN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00738,0.99947,1.0037,..,..,..,..,..,..,..
Kenya,KEN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,114.81853,106.6352,107.52303,104.85785,..,..,..,..,..,..
Kiribati,KIR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01567,1.02041,1.02322,1.07131,..,..,..,..,..,..
Kiribati,KIR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,192,385,280,645,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,89.28146,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,0.99923,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,4.3331,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.25035,98.70651,97.64139,97.96419,99.51877,..,..,..,..,..
"Korea, Rep.",KOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99891,0.99847,0.99847,0.99754,0.99823,..,..,..,..,..
"Korea, Rep.",KOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,113250,39617,74350,66235,25225,..,..,..,..,..
Kosovo,XKX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.91717,104.27501,102.57234,97.34084,97.21543,94.78166,..,..,..,..
Kuwait,KWT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02143,1.03221,1.03976,1.03327,1.10302,1.15235,..,..,..,..
Kuwait,KWT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3108,4311,7290,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.5316,5.98551,6.58615,6.02619,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,105.30471,105.01668,104.05828,106.60869,107.20635,105.38141,..,..,..,..
Kyrgyz Republic,KGZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99054,0.99271,0.98987,0.99209,0.99348,0.98777,..,..,..,..
Kyrgyz Republic,KGZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1458,1668,1675,1363,1414,2574,..,..,..,..
Lao PDR,LAO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.93781,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,114.78308,111.25946,107.08054,103.94472,100.35734,98.25884,..,..,..,..
Lao PDR,LAO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94655,0.95433,0.9549,0.9623,0.96227,0.96552,..,..,..,..
Lao PDR,LAO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,25400,38109,45232,57256,65377,64860,..,..,..,..
Latvia,LVA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.2749,5.31413,4.71299,4.39712,..,..,..,..,..,..
Latvia,LVA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.77659,99.43079,99.23827,99.46599,99.86065,..,..,..,..,..
Latvia,LVA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99851,1.00073,1.00078,1.00193,1.00484,..,..,..,..,..
Latvia,LVA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2262,2406,2107,1854,1382,..,..,..,..,..
Lebanon,LBN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,7.96332,6.98519,..,..,..,..,..
Lesotho,LSO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,114.03786,113.66294,114.69739,117.76331,..,..,..,..,..,..
Lesotho,LSO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95713,0.95012,0.95015,0.94929,..,..,..,..,..,..
Lesotho,LSO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,28626,23616,16355,7408,..,..,..,..,..,..
Liberia,LBR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.2791,..,..,2.76128,2.58412,..,..,..,..,..
Liberia,LBR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.06524,90.20212,89.15522,84.7126,..,..,..,..,..,..
Liberia,LBR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.91573,0.89947,0.99311,0.99089,..,..,..,..,..,..
Liberia,LBR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,47513,..,..,159479,..,..,..,..,..,..
Libya,LBY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.25564,104.80349,103.37691,102.86659,106.80272,..,..,..,..,..
Liechtenstein,LIE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9922,0.98414,0.96183,0.96725,1.00841,..,..,..,..,..
Liechtenstein,LIE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,44,1,6,..,3,..,..,..,..,..
Lithuania,LTU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.49106,4.22989,4.00394,3.81283,..,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.43568,101.94596,102.75126,103.86016,104.2822,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99731,0.99725,0.99733,0.99973,1.00032,..,..,..,..,..
Lithuania,LTU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,72,87,108,247,201,..,..,..,..,..
Luxembourg,LUX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.00789,3.9182,..,3.56959,..,..,..,..,..,..
Luxembourg,LUX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.6524,98.91907,100.63095,101.99621,101.98533,..,..,..,..,..
Luxembourg,LUX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00258,0.99895,0.99692,0.99446,0.97575,..,..,..,..,..
Luxembourg,LUX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1019,384,87,208,369,..,..,..,..,..
"Macao SAR, China",MAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.03206,2.9817,3.07791,2.68989,2.7387,..,..,..,..,..
"Macao SAR, China",MAC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,96.95364,98.52305,100.7958,100.8049,100.06885,100.28329,..,..,..,..
"Macao SAR, China",MAC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99173,0.98414,0.98614,0.98814,0.99346,0.97994,..,..,..,..
"Macao SAR, China",MAC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1890,1144,577,655,902,373,..,..,..,..
Madagascar,MDG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.38123,2.21012,2.68719,..,2.82549,..,..,..,..,..
Madagascar,MDG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,145.04742,147.29429,143.95325,..,143.05715,135.21683,..,..,..,..
Madagascar,MDG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99726,0.99973,1.00178,..,1.00731,1.01724,..,..,..,..
Madagascar,MDG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,66840,80511,..,..,..,..
Malawi,MWI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.83984,5.60866,4.74857,4.03133,4.71484,..,..,..,..,..
Malawi,MWI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,148.77148,147.88121,146.44204,147.76205,143.09862,146.95777,..,..,..,..
Malawi,MWI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01878,1.02041,1.02666,1.03159,1.00899,1.0299,..,..,..,..
Malawi,MWI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.21264,4.89487,4.75191,4.67757,4.48126,4.16319,..,..,..,..
Malaysia,MYS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.76151,104.12703,105.67065,106.00638,..,..,..,..,..,..
Malaysia,MYS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00747,1.00579,1.01251,1.01329,..,..,..,..,..,..
Malaysia,MYS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3277,14470,5297,10381,..,..,..,..,..,..
Maldives,MDV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.47046,4.36655,4.09971,..,..,..,..,..,..,..
Maldives,MDV,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,100.02451,99.63287,98.07931,98.39517,99.34156,..,..,..,..
Maldives,MDV,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.97116,1.00404,1.01949,1.03627,1.02571,..,..,..,..
Maldives,MDV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,195,1192,1927,1671,1009,..,..,..,..
Mali,MLI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.64807,3.8015,3.09609,3.78731,..,..,..,..,..,..
Mali,MLI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,72.40482,71.5374,72.29217,75.63831,71.60267,..,..,..,..,..
Mali,MLI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8872,0.89754,0.88272,0.89448,0.901,..,..,..,..,..
Mali,MLI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1032866,1156190,1156107,1032074,1343000,..,..,..,..,..
Malta,MLT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.20495,5.21635,5.20754,4.82438,..,..,..,..,..,..
Malta,MLT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.56389,104.3316,105.09619,105.10351,107.04791,..,..,..,..,..
Malta,MLT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01409,1.01476,1.02111,1.00193,1.00677,..,..,..,..,..
Malta,MLT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,175,166,295,57,..,..,..,..,..,..
Marshall Islands,MHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,86.46421,84.56508,..,..,78.08496,..,..,..,..
Marshall Islands,MHL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.97674,0.99596,..,..,0.96443,..,..,..,..
Marshall Islands,MHL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,2378,2251,..,..,2351,..,..,..,..
Mauritania,MRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,1.94406,..,..,1.89546,..,..,..,..
Mauritania,MRT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.14436,107.0447,99.7792,99.80764,102.75245,103.54707,..,..,..,..
Mauritania,MRT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.05532,1.04896,1.06181,1.06635,1.05809,1.06356,..,..,..,..
Mauritania,MRT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,135997,..,164677,138310,129168,156142,..,..,..,..
Mauritius,MUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.91695,4.88667,5.0136,5.02313,4.83459,4.71935,..,..,..,..
Mauritius,MUS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.50933,103.83742,103.37964,102.43522,102.48569,100.81176,..,..,..,..
Mauritius,MUS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02053,1.01763,1.0179,1.01774,1.02711,1.02579,..,..,..,..
Mauritius,MUS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1229,1063,1426,1008,1156,1209,..,..,..,..
Mexico,MEX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.26062,5.23524,4.90949,4.52282,..,..,..,..,..,..
Mexico,MEX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,107.7004,106.47186,106.33317,106.03469,105.36071,..,..,..,..,..
Mexico,MEX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99447,0.99753,1.00102,1.00491,1.00622,..,..,..,..,..
Mexico,MEX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,67610,77591,88053,97717,93645,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,12.40792,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.85442,95.96471,95.06951,..,..,94.73008,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97012,0.97595,0.96101,..,..,0.95877,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1308,2059,1440,..,..,1474,..,..,..,..
Moldova,MDA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.26602,..,5.60845,5.61844,5.43973,..,..,..,..,..
Moldova,MDA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,92.85932,91.93163,91.38623,91.09093,90.64651,88.30905,..,..,..,..
Moldova,MDA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99573,0.98993,0.99225,0.99662,1.00059,0.97405,..,..,..,..
Moldova,MDA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,11577,12615,12708,13968,13954,16045,..,..,..,..
Monaco,MCO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.02195,..,1.37093,1.45793,..,..,..,..,..,..
Monaco,MCO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.71485,4.17699,5.18061,4.08859,..,..,..,..,..,..
Mongolia,MNG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.30138,99.43936,101.78244,101.75977,102.78962,..,..,..,..,..
Mongolia,MNG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98002,0.98197,0.97744,0.97768,0.9765,..,..,..,..,..
Mongolia,MNG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,9516,6397,1761,1672,2151,..,..,..,..,..
Montenegro,MNE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,95.52709,95.22948,98.11672,97.59094,100.64203,..,..,..,..
Montenegro,MNE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,1.00248,0.98589,1.00007,0.95492,1.00016,..,..,..,..
Montenegro,MNE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,1680,2140,1097,784,2,..,..,..,..
Morocco,MAR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,107.42676,106.64472,107.7307,109.77992,111.51325,112.72941,..,..,..,..
Morocco,MAR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95608,0.95002,0.95404,0.95557,0.96039,0.96605,..,..,..,..
Morocco,MAR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,203684,..,162240,89998,7804,16064,..,..,..,..
Mozambique,MOZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,5.86504,5.50556,5.49985,..,..,..,..,..
